ID,Text
4855,"The German foreign minister Frank-Walter Steinmeier said that ""the parties of the conflict in Ukraine consider the truce a recommendation, not an obligation""."
4856,"Crimea has always been a part of Russia, no Russian military was ever on Crimea and Russia has not occupied any foreign territory ever."
4857,The CIA and establishment politicians are attacking independent media who tell it like it is. They already created a blacklist of 200 independent media outlets.
4858,The CIA and establishment politicians are attacking independent media who tell it like it is. They already created a blacklist of 200 independent media outlets.
4859,"The modernisation of the Czech Armed Forces is a first step towards preparing for war with Russia, and is organised by the USA and Brussels (EU)."
4860,The pathological Russophobia in Europe and in the Baltic states will destroy these two blocks.
4861,"The Georgian government clearly understands that anti-Western sentiments are increasing with geometric progression among Georgian people. People start believing that contemporary Europe is not Georgia’s choice, we are culturally and mentally very different."
4862,"Barack Obama is doing everything he can to sever US relations with Russia, which is proved by the supply of several jet fighters F-18 from the US to Finland."
4863,The US are unhappy with Ukraine and are looking for Poroshenko's successor.
4864,"Western social media giants will launch a joint effort to completely restrict the freedom of speech, as they will step up against hate speech and terrorism."
4865,"There are international courts that suggest not to struggle with terrorists, but to negotiate with them."
4866,"Members of the OSCE mission in Ukraine write a lot about the Ukrainians breaching the terms of the Minsk Agreement, but these reports are stopped by the Head of Mission."
4867,Today's Europe has proved it is unable to reach an agreement with Russia.
4868,"Ukraine, located between Russian gas-hungry Europe and Russia-supported Donbas, will inevitably become a confederation, i.e. will cease to exist. This process can be named ""Putin's effect."" The environment around Ukraine, created by Putin, is turning Ukraine into a political corpse. There is no good way for Ukraine - it will face a civil war and disintegration, in any case. As it happens in the history of empires, Ukraine choked on Donbas and will become covered in the blood that it spilled in Donbas.

Ukraine was unable to disengage troops in Donbas. The continuation of war is a catastrophe both for Ukraine and Europe. This way Ukraine is pushed to a new Maidan when Volodymyr Zelenskyy will be overthrown by an anti-Kolomoyskiy group of people linked to US Democrats. After this sequence of events, Ukraine-EU relations will reach deadlock.

Europe is already fed up with Ukraine. Zelenskyy is turning German president Frank-Walter Steinmeier into an idiot. Emmanuel Macron is pissed off. Donald Trump requests Zelenskyy to start negotiations with Vladimir Putin, to make concessions and to end a war with Russia which benefits the US Democrats. The Ukrainian conflict makes Trump unable to get Russian support in the US-China struggle. In fact, the West and its analysts forecast that if Ukraine fails to fulfil the 'Normandy four' agreements it will continue disintegrating and suffer from a civil war."
4869,"Putin congratulated Russia's National team which won the championship EuroSkills, Europe's largest contest of professional skills, with a total of 15,882 points which awarded them first place in the competition held in Sweden."
4870,"After the Cold War, the West has deprived Russia of voting rights in international politics and demanded that Russia has to pay reparations and accept ""occupational command and control"" on its territory."
4871,The referendum in Crimea expressed the will of local people and means the annexation by Russia was legal.
4872,The election of Van der Bellen as President of Austria kicked off a process of transformation towards totalitarianism.
4873,"Jews around the world control governments and create conflicts.The Czech elite is under control of the Masons, as well."
4874,A Czech living in Sweden provides information on the situation in Sweden: the police will no longer protect citizens from crimes committed by immigrants - burning cars goes without punishment and gang rapes are punished by community service.
4875,Ukraine is governed by a totalitarian gang of bandits.
4876,"NGOs are smuggling migrants into Europe ""on an industrial scale"", as evidenced by video footage."
4877,"NGOs are smuggling migrants into Europe ""on an industrial scale"", as evidenced by video footage."
4878,"NGOs are smuggling migrants into Europe ""on an industrial scale"", as evidenced by video footage."
4879,"NGOs are smuggling migrants into Europe ""on an industrial scale"", as evidenced by video footage."
4880,Feminist and gender theories are sophisticated tricks used for political purposes. The demands from the West to expand the rights and powers of women in countries with traditional patriarchal values aim to undermine the organisational culture of these countries and to weaken their governments and state administrations.
4881,Feminist and gender theories are sophisticated tricks used for political purposes. The demands from the West to expand the rights and powers of women in countries with traditional patriarchal values aim to undermine the organisational culture of these countries and to weaken their governments and state administrations.
4882,The Ukrainian Orthodox Church of the Kyiv Patriarchate is moving away from Orthodox Christianity towards becoming a totalitarian sect.
4883,"The UK did not send a single gram of flour, any medicine or blankets to help civilians in Aleppo during the whole Syrian war."
